query_id,query,expected_omics_type,rank,dataset_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,relevance_score,quality_score,source_url,annotator_label,annotator_notes
E06,single-cell human lung atlas,single_cell,5,geo:GSE260769,GSE260769,geo,single_cell,Dynamic changes of lung homeostasis from development-to-aging single-cell atlas,"Aging is a global problem, in which lung aging is accompanied by functional decline and structural disorders, disturbing the health of the elderly population. To explore anti-aging methods, we constructed a dynamic atlas of 45 cell types, from embryonic development to aging on human lung samples, and we hoped to use the discoveries of development to solve the problems of aging. During development and aging, epithelial and immune cells underwent a process of acquisition and loss of obligatory fun...",Homo sapiens,10,,,0.952,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260769,2,
E06,single-cell human lung atlas,single_cell,6,geo:GSE280880,GSE280880,geo,single_cell,A single-cell atlas of human fetal lung development between 14 and 19 weeks of gestation,"Rationale. Human lung development has been mainly described in morphologic studies and the potential underlying molecular mechanisms were extrapolated from animal models. Therefore, there is a need to gather knowledge from native human lung tissue. In this study we describe changes at a single-cell level in human fetal lungs during the pseudoglandular stage. Methods. We report the cellular composition, cell trajectories and cell-to-cell communication in developing human lungs with single-nuclei ...",Homo sapiens,2,,,0.951,0.451,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280880,2,
E06,single-cell human lung atlas,single_cell,7,cellxgene:c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,cellxgene,single_cell,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,"Multiple distinct cell types of the human lung and airways have been defined by single cell RNA sequencing (scRNAseq). Here we present a multi-omics spatial lung atlas to define novel cell types which we map back into the macro- and micro-anatomical tissue context to define functional tissue microenvironments. Firstly, we have generated single cell and nuclei RNA sequencing, VDJ-sequencing and Visium Spatial Transcriptomics data sets from 5 different locations of the human lung and airways. Secondly, we define additional cell types/states, as well as spatially map novel and known human airway cell types, such as adult lung chondrocytes, submucosal gland (SMG) duct cells, distinct pericyte and smooth muscle subtypes, immune-recruiting fibroblasts, peribronchial and perichondrial fibroblasts, peripheral nerve associated fibroblasts and Schwann cells. Finally, we define a survival niche for IgA-secreting plasma cells at the SMG, comprising the newly defined epithelial SMG-Duct cells, and ",Homo sapiens,0,,,0.945,0.33,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,2,
E06,single-cell human lung atlas,single_cell,8,geo:GSE171668,GSE171668,geo,single_cell,COVID-19 tissue atlases reveal SARS-COV-2 pathology and cellular targets,"COVID-19, caused by SARS-CoV-2, can result in acute respiratory distress syndrome and multiple-organ failure, but little is known about its pathophysiology. Here, we generated single-cell atlases of 23 lung, 16 kidney, 15 liver and 18 heart COVID-19 autopsy donor tissue samples, and spatial atlases of 14 lung donors. Integrated computational analysis uncovered substantial remodeling in the lung epithelial, immune and stromal compartments, with evidence of multiple paths of failed tissue regenera...",Homo sapiens,188,,,0.941,0.611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171668,1,"human lung single-cell atlas but COVID-19 pathology focus, not general atlas"
E06,single-cell human lung atlas,single_cell,9,hca:ef1e3497-515e-4bbe-8d4c-10161854b699,ef1e3497-515e-4bbe-8d4c-10161854b699,hca,single_cell,A Single-Cell Atlas of the Human Healthy Airways,"Rationale: The respiratory tract constitutes an elaborated line of defense that is based on a unique cellular ecosystem. Single-cell profiling methods enable the investigation of cell population distributions and transcriptional changes along the airways.Methods: We have explored the cellular heterogeneity of the human airway epithelium in 10 healthy living volunteers by single-cell RNA profiling. 77,969 cells were collected at 35 distinct locations, from the nose to the 12th division of the airway tree.Results: The resulting atlas is composed of a high percentage of epithelial cells (89.1%), but also immune (6.2%) and stromal (4.7%) cells with distinct cellular proportions in different regions of the airways. It reveals differential gene expression between identical cell types (suprabasal, secretory, and multiciliated cells) from the nose (MUC4, PI3, SIX3) and tracheobronchial (SCGB1A1, TFF3) airways. By contrast, cell-type specific gene expression is stable across all tracheobronchia",Homo sapiens,10,,inferior nasal concha; bronchus; terminal bronchus epithelium; epithelium of bronchus; epithelium of trachea; nose; trachea,0.938,0.9,https://data.humancellatlas.org/explore/projects/ef1e3497-515e-4bbe-8d4c-10161854b699,2,
E06,single-cell human lung atlas,single_cell,10,geo:GSE264398,GSE264398,geo,single_cell,Early human fetal lung atlas reveals the temporal dynamics of epithelial cell plasticity [Visium],"While animal models have provided key insights into conserved mechanisms of how the lung forms during development, human-specific developmental mechanisms are not always captured. To fully appreciate how developmental defects and disease states alter the function of the lungs, studies in human lung models are important. Here, we sequenced >150,000 single single-cells from 19 healthy human fetal lung tissues from gestational weeks 10-19 and identified at least 58 unique cell types/states contribu...",Homo sapiens,2,,,0.935,0.451,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264398,2,
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,1,geo:GSE138852,GSE138852,geo,single_cell,A single-cell atlas of the human cortex reveals drivers of transcriptional changes in Alzheimer’s disease in specific cell subpopulations,"There is currently little information about how individual cell types contribute to Alzheimer’s disease (AD). Here, we applied single-nucleus RNA-seq (snRNA-seq) on the entorhinal cortex from control and AD brains of twelve individuals, yielding a total of 13,214 high quality nuclei. We detail cell-type-specific gene expression patterns, unveiling how transcriptional changes in specific cell subpopulations contribute to AD. We report that the AD risk gene, APOE, is specifically repressed in AD o...",Homo sapiens,8,,,0.995,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138852,2,
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,2,geo:GSE153807,GSE153807,geo,single_cell,Single nucleus RNA-Seq is not suitable for detection of microglial activation genes in humans,"Single nucleus RNA-Seq (snRNA-Seq) is used as an alternative to single cell RNA-Seq, as it allows transcriptomic profiling of frozen tissue. However, it is unclear whether snRNA-Seq is able to detect cellular state in human tissue. Indeed, snRNA-Seq analyses of human brain samples have failed to detect a consistent microglial activation signature in Alzheimer’s Disease. Our comparison of microglia from single cells and single nuclei of four human subjects revealed that, while the majority of gen...",Homo sapiens,8,,,0.984,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153807,2,
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,3,geo:GSE143758,GSE143758,geo,transcriptomics,Single nuclei RNA-seq of brain of mouse Alzheimer's disease model,"Here we report single nucleus RNA-seq shows in 5xFAD mouse model of AD and WT, showing changes in the composition and state of multiple cell types. In particular, we identified a unique population of disease-associated astrocytes (DAAs) in AD. DAAs appeared at early disease stages and increased in abundance with age. Similar cells were found in aged WT mice and human brains, suggesting they are linked to both genetic and age-related factors.",Mus musculus,37,,,0.982,0.511,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143758,1,"snRNA-seq AD brain but 5xFAD mouse model, not human"
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,4,geo:GSE233208,GSE233208,geo,transcriptomics,Single-nucleus RNA-Seq and spatial transcriptomics characterization of Alzheimer’s Disease and Down Syndrome,The highly dynamic regulatory networks involved in brain processes can result in specific gene expression patterns across distinct cell types. The single-nucleus and spatial transcriptomics data allow us to better understand these patterns. This study involved the analyses of the brains of mice and humans with Alzheimer’s Disease (AD) and Down Syndrome.,Homo sapiens; Mus musculus,185,,,0.981,0.591,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233208,2,
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,5,cellxgene:180bff9c-c8a5-4539-b13b-ddbc00d643e6,180bff9c-c8a5-4539-b13b-ddbc00d643e6,cellxgene,single_cell,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Single-nuclei RNA sequencing of caudal entorhinal cortex and superior frontal gyrus from individuals spanning the neuropathological progression of AD,Homo sapiens,0,,,0.948,0.29,https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6,2,
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,6,cellxgene:fcb3d1c1-03d2-41ac-8229-458e072b7a1c,fcb3d1c1-03d2-41ac-8229-458e072b7a1c,cellxgene,single_cell,Live Human Microglia Single-cell RNA-seq,"This single-cell RNA-seq data set was generated from live microglia isolated from autopsy and surgically resected human brain tissue, as described in Olah et al. (Nature Communications, 2020). The data set contains 16,245 total cells from 17 individuals, of which 16,099 (99%) are putative microglia (clusters 1-9) and the remaining cells are putative lymphocytes, monocytes, and erythrocytes. The autopsy donors all had Mild Cognitive Impairment or a diagnosis of Alzheimer’s Disease, whereas the donors from whom surgical tissue was obtained all had diagnoses of Temporal Lobe Epilepsy.",Homo sapiens,0,,,0.943,0.33,https://cellxgene.cziscience.com/collections/fcb3d1c1-03d2-41ac-8229-458e072b7a1c,1,"human microglia single-cell RNA-seq but not snRNA-seq, and not specifically AD cortex focus"
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,7,geo:GSE214244,GSE214244,geo,transcriptomics,Single nucleus RNA-seq of brain regions showing high-low Abeta plaque pathology in a mouse model of Alzheimer’s disease,"Alzheimer’s Disease (AD) pathology and amyloid-beta plaque deposition progress slowly in the cerebellum compared to other regions, while the entorhinal cortex (EC) is one of the most vulnerable regions. Using a knock-in mouse model (App KI) of preclinical AD, we show that within the cerebellum, the deep cerebellar nuclei (DCN) show particularly low Aβ plaque accumulation. To identify factors that might underlie differences in the progression of AD-associated neuropathology across regions, we pro...",Mus musculus,8,,,0.938,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214244,1,"snRNA-seq AD brain but mouse model, not human"
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,8,geo:GSE222007,GSE222007,geo,transcriptomics,single-nucleus RNA-seq of microvessel-enriched vascular cells and corresponding parenchyma from frontal cortex samples,Vascular cell types are under-represented in standard single-nucleus RNA-Seq studies of human frozen post-mortem brain tissue. Using a novel microvessel-enrichment procedure allows to obtain highly purified fractions of vascular cell types and their corresponding parenchymal fraction of the same post-mortem brain tissue sample.,Homo sapiens,40,,,0.922,0.511,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222007,2,
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,9,cellxgene:a3ffde6c-7ad2-498a-903c-d58e732f7470,a3ffde6c-7ad2-498a-903c-d58e732f7470,cellxgene,single_cell,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,"Understanding the function of genes and their regulation in tissue homeostasis and disease requires knowing the cellular context in which genes are expressed in tissues across the body. Single cell genomics allows the generation of detailed cellular atlases in human tissues, but most efforts are focused on single tissue types. Here, we establish a framework for profiling multiple tissues across the human body at single-cell resolution using single nucleus RNA-Seq (snRNA-seq), and apply it to 8 diverse, archived, frozen tissue types (three donors per tissue). We apply four snRNA-seq methods to each of 25 samples from 16 donors, generating a cross-tissue atlas of 209,126 nuclei profiles, and benchmark them vs. scRNA-seq of comparable fresh tissues. We use a conditional variational autoencoder (cVAE) to integrate an atlas across tissues, donors, and laboratory methods. We highlight shared and tissue-specific features of tissue-resident immune cells, identifying tissue-restricted and non-r",Homo sapiens,0,,,0.917,0.33,https://cellxgene.cziscience.com/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470,1,"cross-tissue single-cell atlas including brain, not AD-specific"
E07,single-nucleus RNA-seq Alzheimer's cortex,single_cell,10,geo:GSE307990,GSE307990,geo,single_cell,Spatial and single cell transcriptomics in the human Entorhinal Cortex across diverse risk of Alzheimer’s disease [Visium],We present the first spatially-resolved transcriptomics and single-nucleus RNA-sequencing integrated dataset from the entorhinal cortex (ERC) of postmortem human brain donors. ERC is implicated in early progression of Alzheimer’s Disease (AD) and we chose this brain region to study gene expression changes associated with AD risk by comparing APOE E2 and E4 allele carriers. Donors with no AD diagnosis or widespread neurodegeneration were exclusively selected. As AD risk is increased in African An...,Homo sapiens,31,,,0.911,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307990,2,
E08,TMT proteomics breast cancer,proteomics,1,cptac:PDC000695,PDC000695,cptac,proteomics,Yonsei Cancer Center - TNBC - Proteome,Breast Invasive Carcinoma;Not Reported proteome using TMT16 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,52,Breast Invasive Carcinoma;Not Reported,Breast;Not Reported,0.993,0.588,https://pdc.cancer.gov/pdc/study/PDC000695,2,
E08,TMT proteomics breast cancer,proteomics,2,cptac:PDC000579,PDC000579,cptac,proteomics,PTRC Triple-negative Breast Cancer Mitotic Vulnerability Study - Proteome,Breast Invasive Carcinoma;Other proteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,60,Breast Invasive Carcinoma;Other,Breast;Not Reported,0.993,0.588,https://pdc.cancer.gov/pdc/study/PDC000579,2,
E08,TMT proteomics breast cancer,proteomics,3,cptac:PDC000580,PDC000580,cptac,proteomics,PTRC Triple-negative Breast Cancer Mitotic Vulnerability Study - Phosphoproteome,Breast Invasive Carcinoma;Other phosphoproteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,60,Breast Invasive Carcinoma;Other,Breast;Not Reported,0.952,0.588,https://pdc.cancer.gov/pdc/study/PDC000580,1,"TMT breast cancer phosphoproteome, correct assay type but phospho not protein"
E08,TMT proteomics breast cancer,proteomics,4,cptac:PDC000696,PDC000696,cptac,proteomics,Yonsei Cancer Center - TNBC - Phosphoproteome,Breast Invasive Carcinoma;Not Reported phosphoproteome using TMT16 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,52,Breast Invasive Carcinoma;Not Reported,Breast;Not Reported,0.941,0.588,https://pdc.cancer.gov/pdc/study/PDC000696,1,"TMT16 breast cancer phosphoproteome, correct assay but phospho not proteome"
E08,TMT proteomics breast cancer,proteomics,5,cptac:PDC000645,PDC000645,cptac,proteomics,Academia Sinica Gastric Cancer - Proteome,Other;Stomach Adenocarcinoma proteome using TMT11 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,155,Other;Stomach Adenocarcinoma,Stomach,0.928,0.627,https://pdc.cancer.gov/pdc/study/PDC000645,0,"TMT proteomics but stomach/gastric cancer, not breast cancer"
E08,TMT proteomics breast cancer,proteomics,6,cptac:PDC000606,PDC000606,cptac,proteomics,SIMM Gallbladder Cancer - Proteome,"Epithelial Neoplasms, NOS;Not Applicable;Other proteome using TMT16 from International Cancer Proteogenome Consortium proteomics study",Homo sapiens,195,"Epithelial Neoplasms, NOS;Not Applicable;Other",Gallbladder,0.921,0.627,https://pdc.cancer.gov/pdc/study/PDC000606,0,"TMT proteomics but gallbladder cancer, not breast cancer"
E08,TMT proteomics breast cancer,proteomics,7,cptac:PDC000649,PDC000649,cptac,proteomics,Academia Sinica Gastric Cancer - Phosphoproteome,Other;Stomach Adenocarcinoma phosphoproteome using TMT11 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,155,Other;Stomach Adenocarcinoma,Stomach,0.896,0.627,https://pdc.cancer.gov/pdc/study/PDC000649,0,"TMT phosphoproteomics gastric cancer, wrong disease and phospho"
E08,TMT proteomics breast cancer,proteomics,8,cptac:PDC000408,PDC000408,cptac,proteomics,PTRC TNBC - Proteome,Breast Invasive Carcinoma;Other proteome using TMT11 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,58,Breast Invasive Carcinoma;Other,Breast;Not Reported,0.894,0.588,https://pdc.cancer.gov/pdc/study/PDC000408,2,
E08,TMT proteomics breast cancer,proteomics,9,cptac:PDC000582,PDC000582,cptac,proteomics,PTRC BRCA CALGB40601 Neoadjuvant Trial - Proteome,Breast Invasive Carcinoma;Other proteome using TMT16 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,59,Breast Invasive Carcinoma;Other,Breast,0.892,0.588,https://pdc.cancer.gov/pdc/study/PDC000582,2,
E08,TMT proteomics breast cancer,proteomics,10,cptac:PDC000607,PDC000607,cptac,proteomics,SIMM Gallbladder Cancer - Phosphoproteome,"Epithelial Neoplasms, NOS;Not Applicable;Other phosphoproteome using TMT16 from International Cancer Proteogenome Consortium proteomics study",Homo sapiens,195,"Epithelial Neoplasms, NOS;Not Applicable;Other",Gallbladder,0.891,0.627,https://pdc.cancer.gov/pdc/study/PDC000607,0,"TMT gallbladder phosphoproteomics, wrong disease"
E09,MS proteomics Parkinson's CSF,proteomics,1,massive:MSV000097496,MSV000097496,massive,proteomics,Pan-neurodegeneration proteomics reveals disease subtypes and altered molecular signatures in six neurodegenerative disorders,"Neurodegenerative diseases (NDs) pose clinical challenges due to their complexity and molecular heterogeneity, limiting effective diagnosis and treatment. Here, we present an unprecedented multi-layered proteomic atlas of over 2,000 human brain samples spanning controls and six major NDs, including Alzheimer's disease (AD), Lewy body dementia (LBD), frontotemporal lobar degeneration (FTLD), vascular dementia (VAD), Parkinson's disease (PD), and progressive supranuclear palsy (PSP). The profiling includes the whole proteome, detergent-insoluble aggregation-enriched proteome, and post-translational modifications of phosphorylation and ubiquitination. The atlas reveals distinct intra-disease and inter-disease proteomic signatures. The intra-disease analysis uncovers distinct molecular subtypes and dysregulated pathways within each ND, such as three AD subtypes and four LBD subtypes, independent of known pathological classifications. Inter-disease analysis identifies shared alterations in ",Homo sapiens (NCBITaxon:9606); Homo sapiens,0,,,0.893,0.415,https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000097496,1,"MS proteomics pan-neurodegeneration including PD, not PD-specific CSF"
E09,MS proteomics Parkinson's CSF,proteomics,2,pride:PXD038522,PXD038522,pride,proteomics,"Data for manuscript, “An optimized workflow for MS-based quantitative proteomics of challenging clinical bronchoalveolar lavage fluid (BALF) samples”","Clinical BALF samples are rich in biomolecules, including proteins, and useful for molecular studies of lung health and disease. However, MS based proteomic analysis of BALF is impeded by the dynamic range of protein abundance, and potential for interfering contaminants. We have developed a workflow that eliminates these challenges. By combining high abundance protein depletion, protein trapping, clean-up, and in-situ tryptic digestion, our workflow is compatible with both qualitative and quantitative MS-based proteomic analysis. The workflow includes collection of endogenous peptides for peptidomic analysis of BALF, if desired, as well as amenability to offline semi-preparative or microscale fractionation of peptide mixtures prior to LC-MS/MS analysis, for increased depth of analysis. We show the effectiveness of this workflow on BALF samples from COPD patients. Overall, our workflow should allow MS-based proteomics to be applied to a wide variety of studies focused on BALF clinical s",Homo sapiens (human),0,Chronic obstructive pulmonary disease,,0.885,0.443,https://www.ebi.ac.uk/pride/archive/projects/PXD038522,0,"MS proteomics but BALF from COPD, not PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,3,massive:MSV000099982,MSV000099982,massive,proteomics,Proteomics Analysis of Cerebrospinal Fluid in Survivors of Childhood Acute Lymphoblastic Leukemia,"Mass spectrometry-based proteomic profiling of cerebrospinal fluid (CSF) in large patient cohorts, particularly among childhood cancer survivors, remains scarce, limiting opportunities for benchmarking, method development, and validation. Here, we present a longitudinal CSF proteomics dataset from survivors of childhood acute lymphoblastic leukemia (ALL). Samples were collected from 178 patients enrolled in the TOTXVI therapeutic protocol at two timepoints: diagnosis (pre-treatment) and during the consolidation phase of chemotherapy (totaling 356 samples). CSF proteomes were profiled using tandem-mass-tag (TMT) labeling coupled with extensive fractionation and high-resolution liquid chromatography-tandem mass spectrometry (LC/LC-MS/MS). The dataset includes quantitative profiles for more than 3,000 confidently identified proteins. This resource enables the investigation of chemotherapy-induced alterations in the CSF proteome and provides a valuable resource for studying the molecular m",Homo sapiens (NCBITaxon:9606); Rattus norvegicus,0,,,0.87,0.415,https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000099982,1,"MS proteomics CSF but pediatric ALL cancer survivors, not PD"
E09,MS proteomics Parkinson's CSF,proteomics,4,pride:PXD025077,PXD025077,pride,proteomics,proteomics characterization of the dynamics of ischemic stroke in mice,"TMT-coupled proteomic analysis was conducted on mouse brain cortex tissue from five time-points up to four weeks post-stroke in the DH-MCAO mouse model. Nearly-half of the detected proteome was altered following stroke, with <10% of changes at relatively large scales. Clustering on the changed proteome defined four distinct expression patterns characterized by temporal and quantitative changes in innate and adaptive immune response pathways, and cytoskeletal and neuronal remodeling. Further analysis on a subset of top-hits, which temporally responded to stroke with relatively large and sustained changes, revealed that they were highly correlated to different cortical cytokines, and thereby potential pharmacodynamic biomarker candidates for inflammation-targeting therapies. Closer examination of the top enriched neurophysiologic pathways identified 57 proteins potentially associated with post-stroke recovery. Altogether, our study generated a rich dataset with candidate proteins worthy ",Mus musculus (mouse),0,Stroke,,0.866,0.583,https://www.ebi.ac.uk/pride/archive/projects/PXD025077,0,"TMT proteomics mouse brain stroke, not human PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,5,pride:PXD057366,PXD057366,pride,proteomics,Proteomics profiling of human brain cortex for JUMPlib manuscript,"We generated a large TMT proteomics dataset to evaluate the performance of JUMPlib software (an integrative search tool combining fragment ion indexing with comprehensive TMT spectral libraries). This dataset consists of 40 LC-MS/MS fractions generated by the 16/18-plex TMT strategy from the human brain cortex, which were not utilized for the library generation.",Homo sapiens (human),0,,,0.866,0.391,https://www.ebi.ac.uk/pride/archive/projects/PXD057366,0,"TMT proteomics human brain cortex, not PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,6,pride:PXD028651,PXD028651,pride,proteomics,A Prostate Cancer Proteomics Database for SWATH-MS based Protein Quantification,"Prostate cancer is the third most frequent cancer in men worldwide, with a notable increase in prevalence over the last two decades. The PSA is the only well-established protein biomarker for prostate cancer diagnosis, staging, and sur-veillance. It frequently leads to inaccurate diagnosis and overtreatment since it is an organ-specific biomarker rather than a tumour-specific biomarker. As a result, one of the primary goals of prostate cancer proteome research is to iden-tify novel biomarkers that can be used with or instead of PSA, particularly in non-invasive blood samples. Thousands of peptides or assays were detected in blood samples from patients with low to high-grade prostate cancer and healthy individuals, allowing data processing of sequential window acquisition of all theoretical mass spectra (SWATH-MS). By assisting in the detection of prostate cancer biomarkers in blood samples, this useful resource will improve our un-derstanding of the role of proteomics in prostate cance",Homo sapiens (human),0,Prostate adenocarcinoma,,0.855,0.583,https://www.ebi.ac.uk/pride/archive/projects/PXD028651,0,"MS proteomics but prostate cancer, not PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,7,cptac:PDC000351,PDC000351,cptac,proteomics,CPTAC Deep Proteomics 2D-DIA,Other proteome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,3,Other,Not Reported,0.845,0.448,https://pdc.cancer.gov/pdc/study/PDC000351,0,"label-free proteomics CPTAC, no disease/tissue match to PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,8,massive:MSV000099951,MSV000099951,massive,proteomics,Discovery of novel protein biomarkers in urine for diagnosis of prediabetes using label-free proteomics,"Type 2 diabetes (T2D) often develops insidiously, and many individuals with prediabetes (preDM) remain undiagnosed. While current diagnostic methods rely on blood sampling, urine-based proteomic biomarkers offer a promising non-invasive alternative for early risk stratification. In this study, we applied label-free nano-LC-MS/MS-based proteomics to identify urinary protein biomarkers capable of distinguishing individuals with preDM from normoglycemic controls. ",Homo sapiens (NCBITaxon:9606); Rattus norvegicus,0,,,0.843,0.395,https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000099951,0,"label-free proteomics urine prediabetes, not PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,9,cptac:PDC000231,PDC000231,cptac,proteomics,Georgetown Lung Cancer Proteomics Study,Lung Adenocarcinoma;Other proteome using iTRAQ8 from Georgetown Proteomics Research Program proteomics study,Homo sapiens,11,Lung Adenocarcinoma;Other,Bronchus and lung;Lung,0.826,0.508,https://pdc.cancer.gov/pdc/study/PDC000231,0,"iTRAQ8 lung adenocarcinoma proteomics, not PD CSF"
E09,MS proteomics Parkinson's CSF,proteomics,10,massive:MSV000095917,MSV000095917,massive,proteomics,CSF protein biomarkers predict response to multi-agent intraventricular chemotherapy in patients with CNS lymphoma,"Raw mass spectrometry data from cerebrospinal fluid (CSF) proteomics analysis of central nervous system lymphoma (CNSL) patients undergoing multi-agent intraventricular chemotherapy (MAIVC). The study aimed to identify CSF-based proteomic biomarkers for treatment response and outcome prediction in CNSL, analyzing 117 CSF samples from 59 patients.",Homo sapiens (NCBITaxon:9606),0,,,0.807,0.395,https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000095917,1,MS proteomics CSF but CNS lymphoma not PD; correct biofluid
E10,phosphoproteomics lung cancer,proteomics,1,pride:PXD030395,PXD030395,pride,proteomics,TMT proteomics and phosphoproteomics of SARS-CoV-2 infected Calu-3 cells,"Proteomics and phosphoproteomics measurments of human a lung epithelial cell line (Calu-3 cells) infected with the novel coronavirus SARS-CoV-2 over a time-course of 4,8 and 12 hours.",Homo sapiens (human),0,,,0.828,0.511,https://www.ebi.ac.uk/pride/archive/projects/PXD030395,1,phosphoproteomics human lung cells but SARS-CoV-2 infection not lung cancer
E10,phosphoproteomics lung cancer,proteomics,2,cptac:PDC000304,PDC000304,cptac,proteomics,Therapeutic Targets in Breast Cancer Xenografts -  Phosphoproteome,Other phosphoproteome using iTRAQ4 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,27,Other,Not Reported,0.816,0.547,https://pdc.cancer.gov/pdc/study/PDC000304,1,"phosphoproteomics human breast cancer xenografts, correct assay wrong disease"
E10,phosphoproteomics lung cancer,proteomics,3,cptac:PDC000291,PDC000291,cptac,proteomics,TCGA Breast Cancer CompRef Samples - Phosphoproteome,Other phosphoproteome using iTRAQ4 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,2,Other,Not Reported,0.812,0.468,https://pdc.cancer.gov/pdc/study/PDC000291,1,"phosphoproteomics TCGA breast cancer compref, correct assay wrong cancer type"
E10,phosphoproteomics lung cancer,proteomics,4,cptac:PDC000696,PDC000696,cptac,proteomics,Yonsei Cancer Center - TNBC - Phosphoproteome,Breast Invasive Carcinoma;Not Reported phosphoproteome using TMT16 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,52,Breast Invasive Carcinoma;Not Reported,Breast;Not Reported,0.805,0.588,https://pdc.cancer.gov/pdc/study/PDC000696,1,"TMT16 phosphoproteomics breast cancer TNBC, correct assay wrong disease"
E10,phosphoproteomics lung cancer,proteomics,5,pride:PXD004684,PXD004684,pride,proteomics,Comparison of Lung Cancer Proteome Profiles 3: DIA,"The goal of this project is to compare label free quantification, chemical labeling with tandem mass tags, and data independent acquisition discovery proteomics approaches using lung squamous cell carcinomas and adjacent lung tissues.",Homo sapiens (human),0,Control; Squamous cell carcinoma; Lung cancer,,0.804,0.562,https://www.ebi.ac.uk/pride/archive/projects/PXD004684,1,"lung cancer proteomics comparison study includes phospho, but focus is method comparison not phosphoproteomics only"
E10,phosphoproteomics lung cancer,proteomics,6,cptac:PDC000649,PDC000649,cptac,proteomics,Academia Sinica Gastric Cancer - Phosphoproteome,Other;Stomach Adenocarcinoma phosphoproteome using TMT11 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,155,Other;Stomach Adenocarcinoma,Stomach,0.802,0.627,https://pdc.cancer.gov/pdc/study/PDC000649,1,"TMT phosphoproteomics gastric cancer, correct assay wrong disease"
E10,phosphoproteomics lung cancer,proteomics,7,cptac:PDC000174,PDC000174,cptac,proteomics,TCGA Breast Cancer Phosphoproteome,Breast Invasive Carcinoma;Other phosphoproteome using iTRAQ4 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,109,Breast Invasive Carcinoma;Other,Breast;Not Reported,0.802,0.627,https://pdc.cancer.gov/pdc/study/PDC000174,1,"phosphoproteomics TCGA breast cancer, correct assay wrong disease"
