query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_A_label,annotator_B_label,annotator_C_label,majority_label,consensus_status,adjudicated_label,adjudication_notes
EPI05,colon cancer chromatin accessibility,epigenomics,disease=colon cancer; assay=ATAC-seq,b6eb0974faddc6f3,PRJNA1031174,project,Genomics,Chromatin accessibility and transcriptomic responses to HDAC inhibitors in TP53 mutated patient-derived colon cancer organoids [ATAC-seq],Chromatin accessibility and transcriptomic responses to HDAC inhibitors in TP53 mutated patient-derived colon cancer organoids [ATAC-seq],,,,,https://www.omicsdi.org/dataset/project/PRJNA1031174,2,0,1,,no_majority_requires_adjudication,,
EPI05,colon cancer chromatin accessibility,epigenomics,disease=colon cancer; assay=ATAC-seq,d6e0f79a7a62306a,GSE279070,geo,transcriptomics,HMGA1 acts as an epigenetic gatekeeper of ASCL2 and Wnt signaling during colon tumorigenesis [RNA-seq],"Mutated cells undergo changes in chromatin accessibility and gene expression, resulting in aberrant proliferation and differentiation, although how this occurs is unclear. HMGA1 chromatin regulators are abundant in stem cells and oncogenic in diverse tissues; however, their role in colon tumorigenesis is only beginning to emerge. Here, we uncover a previously unknown epigenetic program whereby HMGA1 amplifies Wnt signaling during colon tumorigenesis driven by inflammatory microbiota and/or Adeno...",Mus musculus,3,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279070,2,0,1,,no_majority_requires_adjudication,,
EPI05,colon cancer chromatin accessibility,epigenomics,disease=colon cancer; assay=ATAC-seq,e6c7edb345fb8ee0,GSE190951,geo,transcriptomics,Integrated chromatin accessibility and transcriptome landscapes of 5-Fluorouracil-resistant colon cancer cells,"5-Fluorouracil (5-FU) is one of the most effective and widely used chemotherapeutic drugs in the treatment of colon cancer. Yet chemoresistance is a common feature of colon cancer, resulting in poor prognosis and short survival. Dynamic reprogramming of chromatin accessibility allows rapid access of the gene regulatory machinery to open genomic regions facilitating subsequent gene expression via direct transcription factor activation and regulatory element-binding. To better understand the regul...",Homo sapiens,12,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190951,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,2bd2ddfb00224986,E-GEOD-50386,biostudies-arrayexpress,Transcriptomics,Epigenomic plasticity enables human pancreatic alpha to beta cell reprogramming,"Insulin-secreting β cells and glucagon-secreting α cells maintain physiological blood glucose levels, and their malfunction drives diabetes development. Using ChIP sequencing and RNA sequencing analysis, we determined the epigenetic and transcriptional landscape of human pancreatic α, β, and exocrine cells. We found that, compared with exocrine and β cells, differentiated α cells exhibited many more genes bivalently marked by the activating H3K4me3 and repressing H3K27me3 histone modifications. This was particularly true for β cell signature genes involved in transcriptional regulation. Remarkably, thousands of these genes were in a monovalent state in β cells, carrying only the activating or repressing mark. Our epigenomic findings suggested that α to β cell reprogramming could be promoted by manipulating the histone methylation signature of human pancreatic islets. Indeed, we show that treatment of cultured pancreatic islets with a histone methyltransferase inhibitor leads to colocalization of both glucagon and insulin and glucagon and insulin promoter factor 1 (PDX1) in human islets and colocalization of both glucagon and insulin in mouse islets. Thus, mammalian pancreatic islet cells display cell-type–specific epigenomic plasticity, suggesting that epigenomic manipulation could provide a path to cell reprogramming and novel cell replacement-based therapies for diabetes. Pancreatic islets were collected post-mortem from 6 human donors and subjected to FACS to separate populations of alpha, beta, and exocrine cells. Depending on the availability of resulting material, sorted islet cell populations were used for H3K4me3, H3K27me3 ChIP-seq, or RNA-seq analysis. All ChIP-seq samples have a corresponding input from the same sample.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-50386,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,35eaa333d6e343da,E-MTAB-821,biostudies-arrayexpress,Genomics,ChIP-Seq of human embryonic stem cells of a differentiation time course with antibody against H3K4me3,"H3K4me3 ChIP-Seq profiling of a directed differentiation time course converting human embryonic stem cells (hES) into immature pancreatic beta cell precursors. CyT49, a Viacyte proprietary male hESC line with normal karyotype was used.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-821,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,4d4d30386781dd9f,E-GEOD-53490,biostudies-arrayexpress,Genomics,Cfp1 is required for gene expression dependent H3K4me3 and H3K9 acetylation in embryonic stem cells (ChIP-Seq),"Trimethylation of histone H3 lysine 4 (H3K4me3) accumulates at promoters in a gene activity dependant manner. The Set1 complex is responsible for most H3K4me3 in somatic cells and contains the conserved subunit Cfp1, which is implicated in targeting the Set1 complex to CpG islands in mammals. In mouse embryonic stem cells, Cfp1 is necessary for H3K4me3 accumulation at constitutively active gene promoters, but is not required to maintain steady-state transcription of the associated gene. Here we show that Cfp1 is instrumental for targeting H3K4me3 at promoters upon rapid transcriptional induction in response to external stimuli. Surprisingly, H3K4me3 accumulation is not required to ensure appropriate transcriptional output but rather plays gene specific roles. We also show that Cfp1 dependant H3K4me3 deposition contributes to H3K9 acetylation genome wide; suggesting that Cfp1 dependant H3K4me3 regulates overall H3K9 acetylation dynamics and is necessary for histone acetyl transferase recruitment. Finally, we observe increased antisense transcription at start and end of genes that requires Cfp1 for accurate H3K4me3 and H3K9ac deposition. Our results assign a key role for Cfp1 in establishing a complex active promoter chromatin state and shed light on how chromatin signalling pathways provide context dependant outcomes. wt (wtES) or Cfp1-/- (Cfp1null) ES cells were treated or not with doxorubicin (Dox) at 1uM for 6h. H3K4me3 (2 replicates) and H3K9,K14ac (H3ac, 1 replicate) occupancy was analyzed in each condition by ChIP-Seq. Input DNA for each cell line was alos sequenced alongside.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-53490,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,71a18c01339d7294,E-GEOD-27078,biostudies-arrayexpress,Genomics,"LID ChIP-Seq in wild type, and H3K4me3 ChIP-Seq in wild type and lid RNAi Drosophila melanogaster","LID is a histone demethylase acting on H3K4me3, a mark related to transcription and found near the transcription start sites (TSS) of the genes. We analyzed where LID is localized and the effects of LID downregulation in the distribution of H3K4me3. Analysis of LID-binding sites in wild type, and of H3K4me3-binding sites in wild type and LID RNAi wing imaginal discs.",Drosophila melanogaster,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-27078,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,7f2d416752d008cb,GSE309575,geo,transcriptomics,MLL2 facilitates long-range gene regulation through LINE1 elements [RNA-Seq],"Transcriptional regulation is tightly linked to chromatin organization, with H3K4me3 commonly marking both active and bivalent promoters. In embryonic stem cells (ESC), MLL2 is essential for H3K4me3 deposition at bivalent promoters, which has been proposed to facilitate the induction of major developmental genes during pluripotent cell differentiation. However, prior studies point to a functional discrepancy between the loss of H3K4me3 at bivalent promoters and the largely unaltered transcriptio...",Mus musculus,24,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE309575,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,8213b56327daab11,E-GEOD-20303,biostudies-arrayexpress,Genomics,"ChIP-Seq sequencing of novel interactors of H3K4me3, H3K36me3 and H3K9me3","This study describes the epigenetic profiling of the novel interactors of H3K4me3, H3K36me3 or H3K9me3. The interactors were ChIP-Seq profiled by their GFP tag in stably transfected HeLa (Kyoto) cells. The interactors include GATAD1, Sgf29, BAP18, TRRAP, PHF8, N-PAC and LRWD1 (including replicates), as well as an GFP ChIP-Seq profile on non-transfected HeLa cells (negative control). Also included are the profiles of the histone modifications themselves (H3K4me3, H3K27me3, H3K9me3, H3K36me3, H3K9/14Ac and H3K79me3) ChIP-Seq profiling of 8 proteins by their GFP tag in stably transfected cells HeLa (Kyoto) cells, 6 replicas, as well as ChIP-Seq profiling of 6 histone modifications in wt HeLa (Kyoto) cells",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-20303,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,826cb2d08bb816c1,GSE310165,geo,transcriptomics,Embryonic stem cell factors DPPA2/4 amplify active H3K4me3-H2AK119ub chromatin domains in non-small cell lung cancer (ChIPRx-seq),"Embryonic regulators are often re-expressed in cancers, however the functional and molecular significance of this is not always understood. The epigenetic priming factors Developmental Pluripotency Associated 2 and 4 (DPPA2/4) have crucial roles in early development and are implicated in cancer pathogenesis. We reveal in non-small cell lung cancer (NSCLC), DPPA2/4 co-expression is associated with poorly differentiated tumours and impaired patient outcomes. Biochemically, human DPPA2/4 multimeris...",Homo sapiens,73,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310165,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,845001905a2f4408,E-GEOD-68952,biostudies-arrayexpress,Genomics,H3K4me3 modification profiling of Huntingtons disease and control human post-mortem prefrontal cortex brain samples,"Huntingtonâs disease (HD) is an autosomal-dominant neurodegenerative disorder resulting from expansion in the number of CAG repeats in the coding region of exon 1 of the Huntingtin (HTT) gene. One of the most widely studied chromatin modifications is trimethylated lysine 4 of histone 3 (H3K4me3). Here, we conducted the first comprehensive study of H3K4me3 ChIP-sequencing in neuronal chromatin from the prefrontal cortex of six HD cases and six non-neurologic controls. We examined two classes of H3K4me3 peaks; those located near transcription start sites (TSSs) (termed âproximalâ) and those located distantly from TSSs (termed âdistalâ). We detected 2,830 differentially enriched H3K4me3 peaks between HD and controls, with 55% of them down regulated in HD.  We found an unexpected discordance between levels of H3K4me3 and mRNA, with H3K4me3 predominantly reduced in HD and mRNA predominantly increased in HD. Gene ontology (GO) term enrichment analysis of the genes associated with the proximally positioned peaks, revealed diverse biological process terms with organ morphogenesis and positive regulation of gene expression most frequently implicated. GO terms relating to transcription and the extracellular matrix were also observed.  Approximately 36% of the distal peaks co-localized to enhancer sites, with six transcription factors and chromatin remodelers differentially enriched in HD H3K4me3 distal peaks, including EZH2 and SUZ12, two core subunits of the polycomb repressive complex 2 (PRC2). Moreover, sequences repressed by polycomb in normal frontal cortex were significantly depleted in HD-enriched peaks, suggesting that H3K4me3 histone hypermethylation is linked to dysregulated polycomb activity in the HD neuronal epigenome. 12 H3K4me3 ChIP-seq libraries (6 Huntington's disease, 6 neurologically normal control), and 1 input DNA library (neurologically normal control)",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-68952,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,892656437f601ecb,E-GEOD-23455,biostudies-arrayexpress,Genomics,Chromatin Structure and Gene Expression Programs of Human Embryonic and Induced Pluripotent Stem Cells (ChIP-seq),"Knowledge of both the global chromatin structure and the gene expression programs of human embryonic stem (ES) cells and induced pluripotent stem (iPS) cells should provide a robust means to assess whether the genomes of these cells have similar pluripotent states.  Recent studies have suggested that ES and iPS cells represent different pluripotent states with substantially different gene expression profiles.  We describe here a comparison of global chromatin structure and gene expression data for a panel of human ES and iPS cells.  Genome-wide maps of nucleosomes with histone H3K4me3 and H3K27me3 modifications indicate that there is little difference between ES and iPS cells with respect to these marks.  Gene expression profiles confirm that the transcriptional programs of ES and iPS cells show very few consistent differences.  Although some variation in chromatin structure and gene expression was observed in these cell lines, these variations did not serve to distinguish ES from iPS cells. Examination of two histone modifications (H3K4me3 and H3K27me3) in 6 human ES cell lines, 8 human iPS cell lines, and 1 fibroblast cell line.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-23455,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,93450fae0dc19057,E-GEOD-47362,biostudies-arrayexpress,Genomics,Epigenetic determinants of muscle stem cell quiescence and chronological aging (ChIP-seq),"Skeletal muscle is a post-mitotic tissue that exhibits an extremely low turnover in the absence of disease or injury. At the same time, muscle possesses remarkable regenerative capacity mediated by satellite cells (SCs) that reside in close association with individual myofibers, underneath the fiberM-bM-^@M-^Ys basal lamina. Consistent with the low turnover of the muscle, SCs in adult animals are mitotically quiescent and therefore provide an excellent model to study stem cell quiescence. As an organism grows older, the resident stem cells are exposed to a deteriorating environment and experience chronological aging. In stem cells with high turnover, the effects of chronological aging are superimposed upon the effects of the replicative aging that results from DNA replication and cell division. On the contrary, SCs experience minimal replicative aging due to their low turnover. They are thus a good model to study the consequence of chronological aging of quiescent stem cells. We have developed an isolation protocol to selectively enrich SCs by FACS from adult mice and applied the ChIP-seq technology to obtain H3K4me3, H3K27me3 and H3K36me3 from quiescent and activated SCs from young mice and from quiescent SCs from old mice. Our analysis aims to understand the chromatin features underlying stem cell properties such as quiecence and lineage-potency, and to understand how the chromatin structure of a quiescent stem cell pouplation changes with age. VCAM+/CD31-/CD45-/Sca1- quiescent satellite cells (QSCs) were isolated by FACS from hindlimb muscle of uninjured 2-3- or 22-24-month old mice and processed for ChIP-seq.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-47362,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,a57d2f69262271c9,E-GEOD-53938,biostudies-arrayexpress,Genomics,The Demethylase JMJD2C/KDM4C Localizes to H3K4me3 Positive Transcription Start Sites (ChIP-seq KYSE150 cell line),"We have mapped binding sites for the histone demethylase, JMJD2C/KDM4C/GASC1, and the effect of JMJD2C depletion on H3K9me3 and H3K36me3 distributions in KYSE150 cells.  The human esophageal carcinoma cell line, KYSE150, contains an amplification of the JMJD2C locus. ChIP-seq was performed using chromatin from control or JMJD2C-depleted KYSE150 cells and antibodies recognizing JMJD2C, H3K4me3, H3K9me3 or H3K36me3.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-53938,2,0,1,,no_majority_requires_adjudication,,
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,b10f17ede7d7d968,E-GEOD-42147,biostudies-arrayexpress,Genomics,Limitations and possibilities of low cell number ChIP-seq,"ChIP-seq experiments using low numbers of input cells, scaled down to the point where data quality is unnacceptably compromised, reveals limits of the technique. Two-part ChIPseq study using native chromatin (non-crosslinked) generated with MNase from human CD4+ cells. Part 1: Previously published protocol (Barski et al, 2007, Cell 129:823, hereafter called &quot;Benchmark&quot;) used with 2x10e7 cells / ChIP with H3K4me3 antibody, compared to modified method (&quot;new&quot;) with decreasing input cell numbers spanning 1000-fold range from 2x10e7 cells / IP to 2x10e4 cells/ IP. Part 2: reproducibility of new method studied using triplicate samples at lowest two cell numbers tested: 1x10e5 and 2x10e4 / ChIP, using H3K4me3 and H3K27me3 antisera.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-42147,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,5082467ab0f56ca2,E-GEOD-19434,biostudies-arrayexpress,Transcriptomics,DNA methylation distinguishes pathologically normal human tissues,"Epigenetic control of gene transcription is critical for normal human development and cellular differentiation. While alterations of epigenetic marks such as DNA methylation have been linked to cancers and many other human diseases, interindividual epigenetic variation in normal tissues due to aging, environmental factors, or innate susceptibility are poorly characterized. The plasticity, tissue-specific nature, and variability of gene expression are related to epigenomic states that vary across individuals. Thus, population-based investigations are needed to further our understanding of the fundamental dynamics of normal individual epigenomes. We analyzed 217 non-pathologic human tissues from 10 anatomic sites at 1413 autosomal CpG loci associated with 773 genes to investigate tissue-specific differences in DNA methylation, and to discern how aging and exposures contribute to normal variation in methylation. Methylation profile classes derived from unsupervised modeling were significantly associated with age (P < 0.0001), and were significant predictors of tissue origin (P < 0.0001).  In solid tissues (n=119) we found striking, highly significant CpG island dependent correlations between age and methylation; loci in CpG islands gained methylation with age, loci not in CpG islands lost methylation with age (P < 0.001), and this pattern was consistent across tissues and in an analysis of blood-derived DNA. Our data clearly demonstrate age and exposure related differences in tissue-specific methylation, and significant age associated methylation patterns which are CpG island context dependent. This work provides novel insight into the role of aging and the environment in susceptibility to diseases such as cancer, and critically informs the field of epigenomics by providing evidence of epigenetic dysregulation by age-related methylation alterations. Collectively we reveal key issues to consider both in the construction of reference.  The causes and extent of tissue-spe",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-19434,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,66c1b92336a84eb3,E-GEOD-17332,biostudies-arrayexpress,Transcriptomics,Tissue-specific dysregulation of DNA methylation in aging,"The normal aging process is a complex phenomenon associated with physiological alterations in the function of cells and organs over time.  Although an attractive candidate for mediating transcriptional dysregulation, the contribution of epigenetic dysregulation to these progressive changes in cellular function remains unclear.  In this study, we employed the genome-wide HELP assay to define patterns of cytosine methylation throughout the rat genome, and the LUMA assay to measure global levels of DNA methylation in the same samples. We studied both liver and visceral adipose tissue, and demonstrated significant differences in DNA methylation with age at >5% of sites analyzed.  Furthermore, we showed that epigenetic dysregulation with age is a highly tissue-dependent phenomenon.  The most distinctive loci were located at intergenic sequences and conserved non-coding elements, and not at promoters nor at CG-dinucleotide dense loci.  Finally, we demonstrated that changes in methylation occur consistently near genes that are involved in metabolism and metabolic regulation, implicating their potential role in the pathogenesis of age-related diseases.  We conclude that different patterns of epigenetic dysregulation occur in each tissue over time and may cause some of the physiological changes associated with normal aging. Direct comparison of DNA methylation in 18 samples belonging to four groups: young liver (n=6), young adipose tissue (n=4), old liver (n=5), old adipose tissue (n=3), isolated from F344*BN rats (young at ~3 months, old at ~18 months).  Each microarray consists of a two-color comparison of a methylation-sensitive representation of the genome (HpaII) with an internal methylation-insensitive control/reference (MspI).",Rattus norvegicus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-17332,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,68cf990d8bbe26ac,E-GEOD-17448,biostudies-arrayexpress,Transcriptomics,Methylation Pattern of Human Mesenchymal Stromal Cells,"In this study, we have analyzed DNA methylation changes upon long-term culture and aging of MSC by using the HumanMethylation27 BeadChip assessing 27,578 unique CpG sites. Cells were taken from bone marrow aspirates from iliac crest (BM) of healthy donors or from the caput femoris (HIP) of elderly patients that received femoral head prosthesis.Overall, the methylation pattern was maintained throughout both long-term culture and aging but highly significant differences were observed at specific CpG sites. Notably, methylation changes in MSC were related in long-term culture and aging in vivo. Mesenchymal stromal cells (MSC) were isolated from human bone marrow as described before (Wagner et al., 2006, Exp Hematol, 34, 536-548; Wagner et al.,2008, PLoS One 21;3(5):e2213.; Wagner et al., PLoS One. 2009 Jun 9;4(6):e5846.) Cells were always replated when grown to confluency. A sample for DNA isolation was taken at every passage until the cells finally became senescent. For methylation profiles upon long-term culture we used the samples of early passage (P2) and senescent passage (PX). For methylation profiles upon aging we have only used the samples of passage 2 of younger and elderly donors.  Gene expression data of these samples have been previously deposited unter GSE9593 and GSE12274.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-17448,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,6fd05191a1a2f875,E-GEOD-41169,biostudies-arrayexpress,Transcriptomics,Blood DNA methylation profiles in a Dutch population,"Genome wide DNA methylation profiling of whole blood in schizophrenia patients and healthy subjects of different ages. The Illumina Infinium 450k Human DNA methylation Beadchip v1.2 was used to obtain DNA methylation profiles across approximately 480,000 CpGs. Dataset included 62 schizophrenia patients and 33 healthy subjects from Dutch descent. Bisulphite converted DNA from the 96 samples were hybridised to the Illumina Infinium 450k Human Methylation Beadchip. Publication: Steve Horvath, Yafeng Zhang, Peter Langfelder, René S. Kahn, Marco P.M. Boks, Kristel van Eijk, Leonard H. van den Berg, Roel A. Ophoff. Aging effects on DNA methylation modules in human brain and blood tissue. Genome Biology. Special Edition. The raw data (non-normalized Unmethylated and Methylated signal intensities) are not available.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-41169,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,7258450ddadcd5fe,E-GEOD-49064,biostudies-arrayexpress,Transcriptomics,Aging-induced differential methylation in human PBMCs occurs with but often without change in expression of the associated gene (DNA Methylation),"Aging is a progressive process that results in the accumulation of intra- and extracellular alterations that in turn contribute to a reduction in health. Age-related changes in DNA methylation have been reported before and may be responsible for aging-induced changes in gene expression, although a causal relationship has yet to be shown. Using genome-wide assays, we analyzed age-induced changes in DNA methylation and their effect on gene expression with and without transient induction with the synthetic transcription modulating agent WY14,643. To demonstrate feasibility of the approach, we isolated peripheral blood mononucleated cells (PBMCs) from five young and five old healthy male volunteers and cultured them with or without WY14,643. Infinium 450K BeadChip and Affymetrix Human Gene 1.1 ST expression array analysis revealed significant differential methylation of at least 5 % (M-NM-^TYOM-bM-^@M-^I>M-bM-^@M-^I5 %) at 10,625 CpG sites between young and old subjects, but only a subset of the associated genes were also differentially expressed. Age-related differential methylation of previously reported epigenetic biomarkers of aging including ELOVL2, FHL2, PENK, and KLF14 was confirmed in our study, but these genes did not display an age-related change in gene expression in PBMCs. Bioinformatic analysis revealed that differentially methylated genes that lack an age-related expression change predominantly represent genes involved in carcinogenesis and developmental processes, and expression of most of these genes were silenced in PBMCs. No changes in DNA methylation were found in genes displaying transiently induced changes in gene expression. In conclusion, aging-induced differential methylation often targets developmental genes and occurs mostly without change in gene expression. Peripheral blood mononuclear cells were isolated from 10 volunteers (5 young 5 old), treated with the synthetic PPARalpha agonists WY14,643 or control for 13 hrs, and subjected to genome-w",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-49064,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,bb91e2308449cb00,E-GEOD-42865,biostudies-arrayexpress,Transcriptomics,Genome-wide DNA methylation profiling of Progeria and Werner syndrome patients,"DNA methylation gradiently changes with age and is likely to be involved in aging-related processes resulting in phenotype changes and increased susceptibility to certain diseases. The Hutchinson-Gilford Progeria Syndrome (HGP) and Werner Syndrome are two premature aging diseases showing features of common aging. Mutations in LMNA and WRN genes were associated to disease onset; however for a subset of patients the underlying causative mechanisms remain elusive. We aimed to evaluate the role of epigenetic alteration on premature aging diseases by performing genome-wide DNA methylation profiling of HGP and WS patients. DNA was quantified by Quant-iT PicoGreen dsDNA Reagent (Invitrogen) and the integrity was analyzed in a 1.3% agarose gel. Bisulfite conversion of 600 ng of each sample was perform according to the manufacturer's recommendation for Illumina Infinium Assay. Effective bisulphite conversion was checked for three controls that were converted simultaneously with the samples. 4 ul of bisulfite converted DNA were used to hybridize on Infinium HumanMethylation 450 BeadChip, following Illumina Infinium HD Methylation protocol. Chip analysis was performed using Illumina HiScan SQ fluorescent scanner. The intensities of the images are extracted using GenomeStudio (2010.3) Methylation module (1.8.5) software. Methylation score of each CpG is represented as beta value. Naive B-cells and peripheral blood mononuclear cells were analyzed to correct for the epigenetic effects of the Epstein-Barr virus immortalization (lymphoblastoid cell lines) and cell composition of the samples, respectively.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-42865,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,e2c9647aaed4323a,E-MTAB-487,biostudies-arrayexpress,Transcriptomics,Promoter DNA methylation dynamics of human hematopoietic progenitor cells during differentiation and aging,Array-based analysis of genome-wide DNA methylation changes in human CD34+ hematopoietic progenitor cells during myeloid differentiation and aging.,Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-487,2,0,1,,no_majority_requires_adjudication,,
EPI07,aging blood DNA methylation,epigenomics,condition=aging; material=blood; assay=DNA methylation,eba8e94ee8a1a8f7,E-GEOD-52588,biostudies-arrayexpress,Transcriptomics,Identification of a DNA methylation signature in blood from subjects affected by Down syndrome,"Down syndrome is characterized by a wide spectrum of clinical signs, which include cognitive and endocrine disorders and haematological abnormalities. Although it is well established that the causative defect of Down syndrome is the trisomy of chromosome 21, the molecular bases of Down syndrome phenotype are still largely unknown. We used the Infinium HumanMethylation450 BeadChip to investigate DNA methylation patterns in whole blood from 29 subjects affected by Down syndrome (DS), using their healthy relatives as controls (mothers  and unaffected siblings). This family-based model allowed us to monitor possible confounding effects on DNA methylation patterns deriving from genetic and environmental (lifestyle) factors. The identified epigenetic signature of Down syndrome includes differentially methylated regions that, although enriched on chromosome 21, interest most of the other chromosomes and can be functionally linked to the developmental and haematological defects characteristic of the disease. DNA was extracted from whole peripheral blood using the QIAamp 96 DNA Blood Kit (QIAGEN) and quantified by Quant-iT™ PicoGreen (Invitrogen). Sodium bisulphite conversion of 500 ng of each sample was performed using the EZDNA Methylation-Gold Kit according to the manufacturer's recommendation for Illumina Infinium Assay. 4 ul of bisulfite converted DNA were hybridized on Infinium HumanMethylation 450 BeadChip, following manufacturer’s instructions. Arrays were scanned by HiScan SQ scanner (Illumina) and the intensities of the images were extracted using GenomeStudio (2010.3) Methylation module (1.8.5) software. Methylation levels of each CpG is reported as beta value.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-52588,2,0,1,,no_majority_requires_adjudication,,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,6efb7b6f84bb844b,E-MTAB-10462,biostudies-arrayexpress,Transcriptomics,"Open chromatin profiling (ATAC-seq) of SGBS human preadipocytes (days 0, 2, 8 and 16 of differentiation to adipocytes) and iPSC-derived hypothalamic neurons (days 12, 16 and 27 of differentiation)","Human SGBS preadipocytes were differentiated into adipocytes, and human iPSCs were differentiated into hypothalamic neurons. Cells were collected for ATAC-seq at several differentiation stages. The differentiations were performed in one biological replicate, with two technical replicates (different wells of the differentiation that were also processed individually during library preparation).   SGBS Day0: Represents the preadipocyte state.  SGBS Day2: Represents immature adipocytes.  SGBS Day8: Represents early mature adipocytes.  SGBS Day16: Represents mature adipocytes.  Hypothalamic Day 12: Represents early hypothalamic neurons.  Hypothalamic Day 16: Represents mid hypothalamic neurons.  Hypothalamic Day 27: Represents mature hypothalamic neurons.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-10462,2,0,1,,no_majority_requires_adjudication,,
